"","classe","formato.chapéu","superficie.chapéu","cor.chapéu","manchas","cheiro","fixação.himênio","espaço.himênio","tamanho.himênio","cor.himênio","formato.estipe","micélio","superficie.estipe.acima.anel","superficie.estipe.abaixo.anel","cor.estipe.acima.anel","cor.estipe.abaixo.anel","tipo.volva","cor.volva","numero.anel","tipo.anel","cor.esporo","população","habitat"
"2985","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"2987","comestível","convexo","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"2988","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"2990","comestível","plano","fibroso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"2992","comestível","convexo","fibroso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"2993","comestível","convexo","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"2995","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"2997","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"2998","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"2999","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3000","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3001","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3002","venenoso","convexo","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","amarelado","marrom","parcial","branco","um","largo","chocolate","varias","caminhos"
"3003","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3004","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","amarelado","marrom","parcial","branco","um","largo","chocolate","solitario","madeiras"
"3005","venenoso","convexo","fibroso","cinza","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3007","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3008","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3009","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3010","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3011","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3013","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3014","venenoso","convexo","fibroso","branco","sem mancha","creosoto","livre","perto","estreito","cor de rosa","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3015","comestível","convexo","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3018","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","cor de rosa","amarelado","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3019","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3020","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3022","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3024","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3025","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3027","venenoso","convexo","fibroso","cor de rosa","sem mancha","creosoto","livre","lotado","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3029","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3031","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3032","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3033","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3034","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3035","venenoso","plano","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","amarelado","cor de rosa","parcial","branco","um","largo","chocolate","varias","caminhos"
"3036","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3037","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3038","venenoso","convexo","fibroso","cinza","sem mancha","creosoto","livre","perto","estreito","cor de rosa","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3039","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3042","venenoso","plano","fibroso","amarelo","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","largo","chocolate","varias","madeiras"
"3043","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3044","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3046","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3047","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3051","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3054","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3055","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3057","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3058","venenoso","convexo","macio","cinza","sem mancha","creosoto","livre","perto","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3061","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","cor de rosa","marrom","parcial","branco","um","largo","chocolate","solitario","madeiras"
"3062","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3063","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","varias","caminhos"
"3065","venenoso","convexo","escamoso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3067","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3070","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","varias","caminhos"
"3071","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3072","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3073","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3074","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","varias","caminhos"
"3076","venenoso","plano","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","cor de rosa","amarelado","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3077","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3078","comestível","convexo","fibroso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3081","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3082","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3083","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","largo","chocolate","varias","caminhos"
"3084","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3085","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3086","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","varias","graminea"
"3087","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3088","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","cor de rosa","amarelado","parcial","branco","um","largo","chocolate","solitario","madeiras"
"3089","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3092","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","amarelado","amarelado","parcial","branco","um","largo","chocolate","solitario","graminea"
"3093","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3095","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3096","venenoso","convexo","macio","cinza","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3097","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3098","venenoso","convexo","macio","cor de rosa","sem mancha","creosoto","livre","perto","estreito","cor de rosa","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3099","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3102","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3103","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","amarelado","cor de rosa","parcial","branco","um","largo","chocolate","solitario","graminea"
"3104","venenoso","plano","fibroso","amarelo","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","marrom","parcial","branco","um","largo","chocolate","solitario","caminhos"
"3105","venenoso","convexo","macio","cinza","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3106","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3107","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"3108","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3109","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"3110","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","cor de rosa","amarelado","parcial","branco","um","largo","chocolate","varias","graminea"
"3111","venenoso","convexo","fibroso","cinza","sem mancha","creosoto","livre","perto","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3112","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3113","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3116","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3117","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3118","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3119","venenoso","convexo","macio","cinza","sem mancha","creosoto","livre","perto","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3120","venenoso","convexo","fibroso","branco","sem mancha","creosoto","livre","perto","estreito","marrom","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3121","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"3122","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3124","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3125","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","lotado","estreito","cor de rosa","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3126","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3127","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3129","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3131","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3132","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3133","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3134","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3135","comestível","convexo","fibroso","marrom","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3136","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3137","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3138","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3140","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3141","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3142","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","cor de rosa","amarelado","parcial","branco","um","largo","chocolate","solitario","madeiras"
"3146","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3147","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3148","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","perto","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3149","venenoso","convexo","fibroso","branco","sem mancha","creosoto","livre","lotado","estreito","marrom","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3150","comestível","plano","fibroso","marrom","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3152","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3153","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","chocolate","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","solitario","madeiras"
"3154","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","branco","parcial","branco","um","pendente","marrom","varias","madeiras"
"3155","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3156","comestível","plano","fibroso","cinza","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","solitario","madeiras"
"3157","venenoso","convexo","macio","branco","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3158","comestível","convexo","escamoso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3159","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","roxo","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
"3162","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","amarelado","parcial","branco","um","largo","chocolate","varias","caminhos"
"3163","venenoso","convexo","fibroso","cor de rosa","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","espalhado","madeiras"
"3165","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cinza","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","varias","caminhos"
"3166","venenoso","convexo","fibroso","branco","sem mancha","creosoto","livre","perto","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3167","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","cor de rosa","cor de rosa","parcial","branco","um","largo","chocolate","varias","caminhos"
"3168","comestível","plano","escamoso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cinza","parcial","branco","um","pendente","marrom","varias","madeiras"
"3169","venenoso","convexo","escamoso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","cor de rosa","parcial","branco","um","largo","chocolate","varias","caminhos"
"3170","venenoso","convexo","macio","cinza","sem mancha","creosoto","livre","lotado","estreito","roxo","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","espalhado","madeiras"
"3172","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","preto","varias","madeiras"
"3173","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","marrom","solitario","madeiras"
"3174","venenoso","convexo","fibroso","cinza","sem mancha","fétido","livre","perto","largo","cor de rosa","alargando","bulbo","sedoso","sedoso","marrom","marrom","parcial","branco","um","largo","chocolate","varias","caminhos"
"3175","venenoso","convexo","fibroso","cor de rosa","sem mancha","creosoto","livre","lotado","estreito","cinza","alargando","bulbo","macio","macio","branco","branco","parcial","branco","um","pendente","preto","varias","madeiras"
"3176","comestível","convexo","escamoso","marrom","manchado","nenhum","livre","perto","largo","cor de rosa","afilando","bulbo","macio","macio","cinza","cor de rosa","parcial","branco","um","pendente","marrom","varias","madeiras"
"3177","comestível","plano","fibroso","vermelho","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","cor de rosa","cor de rosa","parcial","branco","um","pendente","preto","solitario","madeiras"
"3178","comestível","plano","escamoso","marrom","manchado","nenhum","livre","perto","largo","branco","afilando","bulbo","macio","macio","branco","cinza","parcial","branco","um","pendente","preto","solitario","madeiras"
"3179","comestível","plano","escamoso","cinza","manchado","nenhum","livre","perto","largo","marrom","afilando","bulbo","macio","macio","cinza","cinza","parcial","branco","um","pendente","preto","varias","madeiras"
